Drug	Target	Combine_score	BioScore	PredictScore	LiteScore
Magnesium_salicylate	CCNE1	0.095238095	0	0.095238095	0
Magnesium_salicylate	NEUROD2	0.333333333	0	0.333333333	0
Magnesium_salicylate	ANG	0.095238095	0	0.095238095	0
Magnesium_salicylate	TPH1	0.095238095	0	0.095238095	0
Magnesium_salicylate	CES1	0.9	0	0	0.9
Magnesium_salicylate	RARA	0.095238095	0	0.095238095	0
Magnesium_salicylate	PARK2	0.095238095	0	0.095238095	0
Magnesium_salicylate	IL1A	0.095238095	0	0.095238095	0
Magnesium_salicylate	ADCY6	0.095238095	0	0.095238095	0
Magnesium_salicylate	ROCK1	0.333333333	0	0.333333333	0
Magnesium_salicylate	DLL4	0.095238095	0	0.095238095	0
Magnesium_salicylate	ADRA1B	0.095238095	0	0.095238095	0
Magnesium_salicylate	LTC4S	0.095238095	0	0.095238095	0
Magnesium_salicylate	AKR1B1	0.095238095	0	0.095238095	0
Magnesium_salicylate	GABRQ	0.095238095	0	0.095238095	0
Magnesium_salicylate	TUBB	0.095238095	0	0.095238095	0
Magnesium_salicylate	FECH	0.8	0	0	0.8
Magnesium_salicylate	BDKRB2	0.333333333	0	0.333333333	0
Magnesium_salicylate	LHB	0.095238095	0	0.095238095	0
Magnesium_salicylate	PYDC1	0.095238095	0	0.095238095	0
Magnesium_salicylate	PNLIP	0.095238095	0	0.095238095	0
Magnesium_salicylate	PPP1R11	0.095238095	0	0.095238095	0
Magnesium_salicylate	LPL	0.095238095	0	0.095238095	0
Magnesium_salicylate	P2RY12	0.095238095	0	0.095238095	0
Magnesium_salicylate	ADORA2B	0.095238095	0	0.095238095	0
Magnesium_salicylate	BCL2	0.047619048	0	0.047619048	0
Magnesium_salicylate	DRD4	0.095238095	0	0.095238095	0
Magnesium_salicylate	RDH11	0.095238095	0	0.095238095	0
Magnesium_salicylate	PNKD	0.095238095	0	0.095238095	0
Magnesium_salicylate	LPCAT1	0.095238095	0	0.095238095	0
Magnesium_salicylate	PHB2	0.095238095	0	0.095238095	0
Magnesium_salicylate	KCNN1	0.095238095	0	0.095238095	0
Magnesium_salicylate	ERBB4	0.095238095	0	0.095238095	0
Magnesium_salicylate	SLC34A2	0.095238095	0	0.095238095	0
Magnesium_salicylate	HPGD	0.095238095	0	0.095238095	0
Magnesium_salicylate	SLC22A11	0.7	0	0	0.7
Magnesium_salicylate	CETP	0.095238095	0	0.095238095	0
Magnesium_salicylate	SCAP	0.095238095	0	0.095238095	0
Magnesium_salicylate	XBP1	0.095238095	0	0.095238095	0
Magnesium_salicylate	TLR9	0.095238095	0	0.095238095	0
Magnesium_salicylate	NPR1	0.9	0	0	0.9
Magnesium_salicylate	PLA2G4C	0.095238095	0	0.095238095	0
Magnesium_salicylate	NPY	0.095238095	0	0.095238095	0
Magnesium_salicylate	CCND1	0.095238095	0	0.095238095	0
Magnesium_salicylate	ITGB1BP1	0.095238095	0	0.095238095	0
Magnesium_salicylate	PTPN2	0.333333333	0	0.333333333	0
Magnesium_salicylate	SMAD3	0.095238095	0	0.095238095	0
Magnesium_salicylate	IKBKB	0.976190476	0	0.761904762	0.9
Magnesium_salicylate	GPBAR1	0.095238095	0	0.095238095	0
Magnesium_salicylate	PIK3CD	0.095238095	0	0.095238095	0
Magnesium_salicylate	ADRB1	0.095238095	0	0.095238095	0
Magnesium_salicylate	GABRD	0.095238095	0	0.095238095	0
Magnesium_salicylate	ALOX5AP	0.333333333	0	0.333333333	0
Magnesium_salicylate	ADRA2B	0.095238095	0	0.095238095	0
Magnesium_salicylate	CLIC5	0.095238095	0	0.095238095	0
Magnesium_salicylate	CDKN1A	0.7	0	0	0.7
Magnesium_salicylate	PYGL	0.095238095	0	0.095238095	0
Magnesium_salicylate	STX7	0.095238095	0	0.095238095	0
Magnesium_salicylate	ADAM9	0.095238095	0	0.095238095	0
Magnesium_salicylate	RAB3B	0.095238095	0	0.095238095	0
Magnesium_salicylate	SNAI1	0.095238095	0	0.095238095	0
Magnesium_salicylate	SNCA	0.333333333	0	0.333333333	0
Magnesium_salicylate	LTF	0.095238095	0	0.095238095	0
Magnesium_salicylate	CRHR1	0.095238095	0	0.095238095	0
Magnesium_salicylate	PYCARD	0.095238095	0	0.095238095	0
Magnesium_salicylate	CTC1	0.095238095	0	0.095238095	0
Magnesium_salicylate	ADIPOQ	0.333333333	0	0.333333333	0
Magnesium_salicylate	ITGAV	0.333333333	0	0.333333333	0
Magnesium_salicylate	IRAK2	0.095238095	0	0.095238095	0
Magnesium_salicylate	LPO	0.047619048	0	0.047619048	0
Magnesium_salicylate	NR1D1	0.333333333	0	0.333333333	0
Magnesium_salicylate	CNPY2	0.095238095	0	0.095238095	0
Magnesium_salicylate	CHUK	0.761904762	0	0.761904762	0
Magnesium_salicylate	FABP1	0.095238095	0	0.095238095	0
Magnesium_salicylate	CRY2	0.095238095	0	0.095238095	0
Magnesium_salicylate	SLC22A7	0.7	0	0	0.7
Magnesium_salicylate	SPN	0.095238095	0	0.095238095	0
Magnesium_salicylate	MEN1	0.095238095	0	0.095238095	0
Magnesium_salicylate	CIITA	0.095238095	0	0.095238095	0
Magnesium_salicylate	ALDH3A1	0.095238095	0	0.095238095	0
Magnesium_salicylate	PLAT	0.047619048	0	0.047619048	0
Magnesium_salicylate	EOMES	0.095238095	0	0.095238095	0
Magnesium_salicylate	GATA2	0.095238095	0	0.095238095	0
Magnesium_salicylate	HCK	0.095238095	0	0.095238095	0
Magnesium_salicylate	NLGN3	0.095238095	0	0.095238095	0
Magnesium_salicylate	DHRS3	0.095238095	0	0.095238095	0
Magnesium_salicylate	ALDH1A3	0.095238095	0	0.095238095	0
Magnesium_salicylate	SERPINB7	0.714285714	0	0.714285714	0
Magnesium_salicylate	PCSK9	0.095238095	0	0.095238095	0
Magnesium_salicylate	CDH5	0.095238095	0	0.095238095	0
Magnesium_salicylate	MTNR1B	0.095238095	0	0.095238095	0
Magnesium_salicylate	ELANE	0.095238095	0	0.095238095	0
Magnesium_salicylate	FZD5	0.095238095	0	0.095238095	0
Magnesium_salicylate	OMA1	0.095238095	0	0.095238095	0
Magnesium_salicylate	DEFA1B	0.095238095	0	0.095238095	0
Magnesium_salicylate	NRIP1	0.095238095	0	0.095238095	0
Magnesium_salicylate	PTGES3	0.095238095	0	0.095238095	0
Magnesium_salicylate	TNFRSF11A	0.095238095	0	0.095238095	0
Magnesium_salicylate	STAR	0.095238095	0	0.095238095	0
Magnesium_salicylate	PTGER1	0.095238095	0	0.095238095	0
Magnesium_salicylate	RELN	0.095238095	0	0.095238095	0
Magnesium_salicylate	HEG1	0.333333333	0	0.333333333	0
Magnesium_salicylate	FAM213B	0.095238095	0	0.095238095	0
Magnesium_salicylate	DIABLO	0.095238095	0	0.095238095	0
Magnesium_salicylate	GJA1	0.095238095	0	0.095238095	0
Magnesium_salicylate	CES3	0.9	0	0	0.9
Magnesium_salicylate	TNIP2	0.095238095	0	0.095238095	0
Magnesium_salicylate	OSBPL11	0.095238095	0	0.095238095	0
Magnesium_salicylate	ABCD2	0.095238095	0	0.095238095	0
Magnesium_salicylate	MID1IP1	0.095238095	0	0.095238095	0
Magnesium_salicylate	GSX2	0.095238095	0	0.095238095	0
Magnesium_salicylate	SLC11A2	0.095238095	0	0.095238095	0
Magnesium_salicylate	MLYCD	0.095238095	0	0.095238095	0
Magnesium_salicylate	VEGFA	0.095238095	0	0.095238095	0
Magnesium_salicylate	GRIN1	0.095238095	0	0.095238095	0
Magnesium_salicylate	DEFA4	0.095238095	0	0.095238095	0
Magnesium_salicylate	PLA2G4A	0.095238095	0	0.095238095	0
Magnesium_salicylate	IL1RN	0.095238095	0	0.095238095	0
Magnesium_salicylate	EGF	0.095238095	0	0.095238095	0
Magnesium_salicylate	SHH	0.095238095	0	0.095238095	0
Magnesium_salicylate	SOAT1	0.095238095	0	0.095238095	0
Magnesium_salicylate	LGALS9	0.095238095	0	0.095238095	0
Magnesium_salicylate	PTGS1	0.995238095	0	0.952380952	0.9
Magnesium_salicylate	SLC27A1	0.095238095	0	0.095238095	0
Magnesium_salicylate	TEN1	0.095238095	0	0.095238095	0
Magnesium_salicylate	FITM1	0.095238095	0	0.095238095	0
Magnesium_salicylate	AVPR1A	0.333333333	0	0.333333333	0
Magnesium_salicylate	NOX1	0.095238095	0	0.095238095	0
Magnesium_salicylate	PRKAG1	0.619047619	0	0.619047619	0
Magnesium_salicylate	TRAF3	0.095238095	0	0.095238095	0
Magnesium_salicylate	CAV1	0.095238095	0	0.095238095	0
Magnesium_salicylate	GAP43	0.095238095	0	0.095238095	0
Magnesium_salicylate	ASPA	0.095238095	0	0.095238095	0
Magnesium_salicylate	SRPX2	0.095238095	0	0.095238095	0
Magnesium_salicylate	GABRG1	0.095238095	0	0.095238095	0
Magnesium_salicylate	BCO2	0.095238095	0	0.095238095	0
Magnesium_salicylate	MAPK13	0.263	0	0	0.263
Magnesium_salicylate	ALDOB	0.095238095	0	0.095238095	0
Magnesium_salicylate	HPGDS	0.095238095	0	0.095238095	0
Magnesium_salicylate	MAPK3	0.095238095	0	0.095238095	0
Magnesium_salicylate	CRHR2	0.095238095	0	0.095238095	0
Magnesium_salicylate	CD40	0.095238095	0	0.095238095	0
Magnesium_salicylate	IL18R1	0.095238095	0	0.095238095	0
Magnesium_salicylate	ACHE	0.047619048	0	0.047619048	0
Magnesium_salicylate	FOXO1	0.095238095	0	0.095238095	0
Magnesium_salicylate	OXR1	0.095238095	0	0.095238095	0
Magnesium_salicylate	ALB	0.979	0	0	0.979
Magnesium_salicylate	CES2	0.9	0	0	0.9
Magnesium_salicylate	ADH4	0.095238095	0	0.095238095	0
Magnesium_salicylate	PRKG1	0.095238095	0	0.095238095	0
Magnesium_salicylate	DHODH	0.095238095	0	0.095238095	0
Magnesium_salicylate	NAPRT	0.333333333	0	0.333333333	0
Magnesium_salicylate	TIRAP	0.095238095	0	0.095238095	0
Magnesium_salicylate	SNAI2	0.095238095	0	0.095238095	0
Magnesium_salicylate	IL20RB	0.095238095	0	0.095238095	0
Magnesium_salicylate	AREG	0.095238095	0	0.095238095	0
Magnesium_salicylate	HMGB1	0.095238095	0	0.095238095	0
Magnesium_salicylate	GLUL	0.095238095	0	0.095238095	0
Magnesium_salicylate	P2RY11	0.095238095	0	0.095238095	0
Magnesium_salicylate	PTGS2	0.995238095	0	0.952380952	0.9
Magnesium_salicylate	ALOXE3	0.095238095	0	0.095238095	0
Magnesium_salicylate	CHIT1	0.549	0	0	0.549
Magnesium_salicylate	NLGN1	0.095238095	0	0.095238095	0
Magnesium_salicylate	CHRNB2	0.095238095	0	0.095238095	0
Magnesium_salicylate	CDC20	0.333333333	0	0.333333333	0
Magnesium_salicylate	WNT11	0.333333333	0	0.333333333	0
Magnesium_salicylate	CCM2L	0.333333333	0	0.333333333	0
Magnesium_salicylate	PLA2G2E	0.761904762	0	0.761904762	0
Magnesium_salicylate	HCAR2	0.095238095	0	0.095238095	0
Magnesium_salicylate	IL6	0.095238095	0	0.095238095	0
Magnesium_salicylate	CBR1	0.095238095	0	0.095238095	0
Magnesium_salicylate	OXTR	0.095238095	0	0.095238095	0
Magnesium_salicylate	FKBP1A	0.095238095	0	0.095238095	0
Magnesium_salicylate	SORL1	0.095238095	0	0.095238095	0
Magnesium_salicylate	JAK2	0.095238095	0	0.095238095	0
Magnesium_salicylate	LPCAT4	0.095238095	0	0.095238095	0
Magnesium_salicylate	SDR16C5	0.095238095	0	0.095238095	0
Magnesium_salicylate	ACSM2B	0.9	0	0	0.9
Magnesium_salicylate	AKR1C1	0.980952381	0	0.904761905	0.8
Magnesium_salicylate	MMRN2	0.095238095	0	0.095238095	0
Magnesium_salicylate	NFKB2	0.619047619	0	0.619047619	0
Magnesium_salicylate	RYR3	0.095238095	0	0.095238095	0
Magnesium_salicylate	ADORA1	0.095238095	0	0.095238095	0
Magnesium_salicylate	MYO1C	0.095238095	0	0.095238095	0
Magnesium_salicylate	DRD1	0.095238095	0	0.095238095	0
Magnesium_salicylate	MSR1	0.095238095	0	0.095238095	0
Magnesium_salicylate	TENM4	0.095238095	0	0.095238095	0
Magnesium_salicylate	NPC1L1	0.095238095	0	0.095238095	0
Magnesium_salicylate	PTGDR	0.095238095	0	0.095238095	0
Magnesium_salicylate	SLC2A5	0.095238095	0	0.095238095	0
Magnesium_salicylate	PRDX2	0.095238095	0	0.095238095	0
Magnesium_salicylate	TP53INP1	0.095238095	0	0.095238095	0
Magnesium_salicylate	VRK2	0.095238095	0	0.095238095	0
Magnesium_salicylate	LTB4R	0.095238095	0	0.095238095	0
Magnesium_salicylate	PRDM16	0.333333333	0	0.333333333	0
Magnesium_salicylate	ZNF488	0.095238095	0	0.095238095	0
Magnesium_salicylate	NCF1	0.095238095	0	0.095238095	0
Magnesium_salicylate	CDH13	0.095238095	0	0.095238095	0
Magnesium_salicylate	NUAK1	0.095238095	0	0.095238095	0
Magnesium_salicylate	ABCG8	0.095238095	0	0.095238095	0
Magnesium_salicylate	NTRK1	0.095238095	0	0.095238095	0
Magnesium_salicylate	TLR3	0.095238095	0	0.095238095	0
Magnesium_salicylate	AGTR2	0.095238095	0	0.095238095	0
Magnesium_salicylate	TAC1	0.095238095	0	0.095238095	0
Magnesium_salicylate	NPS	0.095238095	0	0.095238095	0
Magnesium_salicylate	LEP	0.095238095	0	0.095238095	0
Magnesium_salicylate	DNMT3B	0.095238095	0	0.095238095	0
Magnesium_salicylate	C1QTNF2	0.095238095	0	0.095238095	0
Magnesium_salicylate	IL1RL2	0.095238095	0	0.095238095	0
Magnesium_salicylate	PTK2B	0.095238095	0	0.095238095	0
Magnesium_salicylate	RPS6KA4	0.095238095	0	0.095238095	0
Magnesium_salicylate	SERPINE1	0.714285714	0	0.714285714	0
Magnesium_salicylate	CXCR4	0.095238095	0	0.095238095	0
Magnesium_salicylate	TXN	0.15	0	0	0.15
Magnesium_salicylate	IRAK1	0.095238095	0	0.095238095	0
Magnesium_salicylate	PIK3CG	0.095238095	0	0.095238095	0
Magnesium_salicylate	AKT2	0.095238095	0	0.095238095	0
Magnesium_salicylate	IL4	0.728571429	0	0.095238095	0.7
Magnesium_salicylate	GSTM2	0.095238095	0	0.095238095	0
Magnesium_salicylate	HIF1A	0.095238095	0	0.095238095	0
Magnesium_salicylate	BCO1	0.095238095	0	0.095238095	0
Magnesium_salicylate	NCKAP1L	0.333333333	0	0.333333333	0
Magnesium_salicylate	TRPV1	0.095238095	0	0.095238095	0
Magnesium_salicylate	FURIN	0.095238095	0	0.095238095	0
Magnesium_salicylate	GLYAT	0.9	0	0	0.9
Magnesium_salicylate	METRNL	0.333333333	0	0.333333333	0
Magnesium_salicylate	NNMT	0.047619048	0	0.047619048	0
Magnesium_salicylate	UGT1A8	0.7	0	0	0.7
Magnesium_salicylate	GABRA3	0.095238095	0	0.095238095	0
Magnesium_salicylate	PTGER4	0.095238095	0	0.095238095	0
Magnesium_salicylate	CRH	0.095238095	0	0.095238095	0
Magnesium_salicylate	PPP1R12A	0.095238095	0	0.095238095	0
Magnesium_salicylate	APOC2	0.095238095	0	0.095238095	0
Magnesium_salicylate	AKR1B10	0.333333333	0	0.333333333	0
Magnesium_salicylate	OCLN	0.095238095	0	0.095238095	0
Magnesium_salicylate	ABCG5	0.095238095	0	0.095238095	0
Magnesium_salicylate	CALCA	0.095238095	0	0.095238095	0
Magnesium_salicylate	LRP1	0.095238095	0	0.095238095	0
Magnesium_salicylate	MRVI1	0.095238095	0	0.095238095	0
Magnesium_salicylate	KCNMB3	0.095238095	0	0.095238095	0
Magnesium_salicylate	ADRA1D	0.095238095	0	0.095238095	0
Magnesium_salicylate	PRKAG2	0.619047619	0	0.619047619	0
Magnesium_salicylate	SOAT2	0.095238095	0	0.095238095	0
Magnesium_salicylate	ARG1	0.095238095	0	0.095238095	0
Magnesium_salicylate	KCNN2	0.095238095	0	0.095238095	0
Magnesium_salicylate	PARP1	0.7	0	0	0.7
Magnesium_salicylate	OLIG2	0.095238095	0	0.095238095	0
Magnesium_salicylate	NCOR1	0.095238095	0	0.095238095	0
Magnesium_salicylate	NSD1	0.095238095	0	0.095238095	0
Magnesium_salicylate	LTA	0.095238095	0	0.095238095	0
Magnesium_salicylate	HEXA	0.095238095	0	0.095238095	0
Magnesium_salicylate	CERS1	0.095238095	0	0.095238095	0
Magnesium_salicylate	NCOA6	0.095238095	0	0.095238095	0
Magnesium_salicylate	CAMP	0.095238095	0	0.095238095	0
Magnesium_salicylate	PTGDR2	0.095238095	0	0.095238095	0
Magnesium_salicylate	NR0B2	0.095238095	0	0.095238095	0
Magnesium_salicylate	GABRB1	0.095238095	0	0.095238095	0
Magnesium_salicylate	LIPC	0.095238095	0	0.095238095	0
Magnesium_salicylate	CYP2D6	0.095238095	0	0.095238095	0
Magnesium_salicylate	TNFSF4	0.095238095	0	0.095238095	0
Magnesium_salicylate	ID2	0.095238095	0	0.095238095	0
Magnesium_salicylate	PLA2G10	0.095238095	0	0.095238095	0
Magnesium_salicylate	PLA2G2F	0.095238095	0	0.095238095	0
Magnesium_salicylate	FSHB	0.095238095	0	0.095238095	0
Magnesium_salicylate	GABRA4	0.095238095	0	0.095238095	0
Magnesium_salicylate	CNR1	0.095238095	0	0.095238095	0
Magnesium_salicylate	HDAC9	0.095238095	0	0.095238095	0
Magnesium_salicylate	MCHR2	0.095238095	0	0.095238095	0
Magnesium_salicylate	MPL	0.142857143	0	0.142857143	0
Magnesium_salicylate	TWIST1	0.095238095	0	0.095238095	0
Magnesium_salicylate	ESR1	0.095238095	0	0.095238095	0
Magnesium_salicylate	HSPA6	0.15	0	0	0.15
Magnesium_salicylate	ABAT	0.095238095	0	0.095238095	0
Magnesium_salicylate	SEC24A	0.095238095	0	0.095238095	0
Magnesium_salicylate	AZU1	0.095238095	0	0.095238095	0
Magnesium_salicylate	ADIG	0.095238095	0	0.095238095	0
Magnesium_salicylate	TRAF5	0.095238095	0	0.095238095	0
Magnesium_salicylate	ENPP1	0.095238095	0	0.095238095	0
Magnesium_salicylate	APOA2	0.714285714	0	0.714285714	0
Magnesium_salicylate	ADAMTS1	0.095238095	0	0.095238095	0
Magnesium_salicylate	PEPD	0.7	0	0	0.7
Magnesium_salicylate	TOR1A	0.095238095	0	0.095238095	0
Magnesium_salicylate	STX3	0.333333333	0	0.333333333	0
Magnesium_salicylate	PINK1	0.095238095	0	0.095238095	0
Magnesium_salicylate	P2RX4	0.095238095	0	0.095238095	0
Magnesium_salicylate	CD34	0.095238095	0	0.095238095	0
Magnesium_salicylate	DHDH	0.333333333	0	0.333333333	0
Magnesium_salicylate	DUSP10	0.095238095	0	0.095238095	0
Magnesium_salicylate	CYSLTR2	0.095238095	0	0.095238095	0
Magnesium_salicylate	PSMB9	0.15	0	0	0.15
Magnesium_salicylate	FOXB1	0.095238095	0	0.095238095	0
Magnesium_salicylate	RIPK2	0.095238095	0	0.095238095	0
Magnesium_salicylate	SCP2	0.095238095	0	0.095238095	0
Magnesium_salicylate	UGT1A7	0.7	0	0	0.7
Magnesium_salicylate	ADA	0.095238095	0	0.095238095	0
Magnesium_salicylate	APOBEC1	0.095238095	0	0.095238095	0
Magnesium_salicylate	PRLR	0.095238095	0	0.095238095	0
Magnesium_salicylate	CIB2	0.095238095	0	0.095238095	0
Magnesium_salicylate	PRKCD	0.095238095	0	0.095238095	0
Magnesium_salicylate	SCN10A	0.095238095	0	0.095238095	0
Magnesium_salicylate	OBFC1	0.095238095	0	0.095238095	0
Magnesium_salicylate	VAMP7	0.095238095	0	0.095238095	0
Magnesium_salicylate	FLOT1	0.095238095	0	0.095238095	0
Magnesium_salicylate	PRKAA2	0.619047619	0	0.619047619	0
Magnesium_salicylate	PSMB10	0.15	0	0	0.15
Magnesium_salicylate	CYGB	0.095238095	0	0.095238095	0
Magnesium_salicylate	SIGLEC15	0.095238095	0	0.095238095	0
Magnesium_salicylate	STAP1	0.095238095	0	0.095238095	0
Magnesium_salicylate	CYSLTR1	0.095238095	0	0.095238095	0
Magnesium_salicylate	PIF1	0.095238095	0	0.095238095	0
Magnesium_salicylate	ABCG1	0.333333333	0	0.333333333	0
Magnesium_salicylate	CIDEA	0.095238095	0	0.095238095	0
Magnesium_salicylate	CD36	0.095238095	0	0.095238095	0
Magnesium_salicylate	CASP3	0.7	0	0	0.7
Magnesium_salicylate	CX3CL1	0.095238095	0	0.095238095	0
Magnesium_salicylate	ALOX12	0.591952381	0	0.095238095	0.549
Magnesium_salicylate	SLC22A9	0.7	0	0	0.7
Magnesium_salicylate	SLC18A1	0.095238095	0	0.095238095	0
Magnesium_salicylate	SLC6A3	0.095238095	0	0.095238095	0
Magnesium_salicylate	PLA2G1B	0.238095238	0	0.238095238	0
Magnesium_salicylate	RGCC	0.333333333	0	0.333333333	0
Magnesium_salicylate	DRD2	0.095238095	0	0.095238095	0
Magnesium_salicylate	OSBP	0.095238095	0	0.095238095	0
Magnesium_salicylate	GABRG2	0.095238095	0	0.095238095	0
Magnesium_salicylate	VIL1	0.095238095	0	0.095238095	0
Magnesium_salicylate	DDRGK1	0.095238095	0	0.095238095	0
Magnesium_salicylate	ANO6	0.095238095	0	0.095238095	0
Magnesium_salicylate	NCOA1	0.095238095	0	0.095238095	0
Magnesium_salicylate	IGF1R	0.095238095	0	0.095238095	0
Magnesium_salicylate	AGT	0.095238095	0	0.095238095	0
Magnesium_salicylate	PPARD	0.095238095	0	0.095238095	0
Magnesium_salicylate	NR2E1	0.095238095	0	0.095238095	0
Magnesium_salicylate	STX4	0.095238095	0	0.095238095	0
Magnesium_salicylate	CHRNA2	0.095238095	0	0.095238095	0
Magnesium_salicylate	PPP1R16B	0.095238095	0	0.095238095	0
Magnesium_salicylate	LPAR1	0.095238095	0	0.095238095	0
Magnesium_salicylate	TLR2	0.095238095	0	0.095238095	0
Magnesium_salicylate	NDRG2	0.333333333	0	0.333333333	0
Magnesium_salicylate	APOB	0.095238095	0	0.095238095	0
Magnesium_salicylate	FGF2	0.095238095	0	0.095238095	0
Magnesium_salicylate	MBL2	0.095238095	0	0.095238095	0
Magnesium_salicylate	RXRB	0.095238095	0	0.095238095	0
Magnesium_salicylate	PLCB1	0.095238095	0	0.095238095	0
Magnesium_salicylate	ADRA2C	0.095238095	0	0.095238095	0
Magnesium_salicylate	S1PR3	0.095238095	0	0.095238095	0
Magnesium_salicylate	STXBP2	0.095238095	0	0.095238095	0
Magnesium_salicylate	AACS	0.095238095	0	0.095238095	0
Magnesium_salicylate	F3	0.095238095	0	0.095238095	0
Magnesium_salicylate	KCNMB4	0.095238095	0	0.095238095	0
Magnesium_salicylate	SLC22A1	0.095238095	0	0.095238095	0
Magnesium_salicylate	NOTCH1	0.095238095	0	0.095238095	0
Magnesium_salicylate	IL1B	0.757142857	0	0.714285714	0.15
Magnesium_salicylate	COL1A1	0.333333333	0	0.333333333	0
Magnesium_salicylate	TH	0.095238095	0	0.095238095	0
Magnesium_salicylate	LY6E	0.095238095	0	0.095238095	0
Magnesium_salicylate	CD86	0.095238095	0	0.095238095	0
Magnesium_salicylate	IRF8	0.095238095	0	0.095238095	0
Magnesium_salicylate	TBXAS1	0.238095238	0	0.238095238	0
Magnesium_salicylate	ARRDC3	0.095238095	0	0.095238095	0
Magnesium_salicylate	HDAC2	0.095238095	0	0.095238095	0
Magnesium_salicylate	ADAM8	0.095238095	0	0.095238095	0
Magnesium_salicylate	MECOM	0.333333333	0	0.333333333	0
Magnesium_salicylate	CD300A	0.095238095	0	0.095238095	0
Magnesium_salicylate	SERPINF2	0.095238095	0	0.095238095	0
Magnesium_salicylate	PPARGC1A	0.095238095	0	0.095238095	0
Magnesium_salicylate	MAOA	0.095238095	0	0.095238095	0
Magnesium_salicylate	EPX	0.238095238	0	0.238095238	0
Magnesium_salicylate	FUS	0.095238095	0	0.095238095	0
Magnesium_salicylate	MAP3K13	0.095238095	0	0.095238095	0
Magnesium_salicylate	PLA2G4B	0.095238095	0	0.095238095	0
Magnesium_salicylate	LBP	0.095238095	0	0.095238095	0
Magnesium_salicylate	PRKCB	0.095238095	0	0.095238095	0
Magnesium_salicylate	TIPRL	0.095238095	0	0.095238095	0
Magnesium_salicylate	SFRP1	0.095238095	0	0.095238095	0
Magnesium_salicylate	NRXN1	0.095238095	0	0.095238095	0
Magnesium_salicylate	ALDH1A2	0.095238095	0	0.095238095	0
Magnesium_salicylate	CLEC7A	0.095238095	0	0.095238095	0
Magnesium_salicylate	RNF31	0.095238095	0	0.095238095	0
Magnesium_salicylate	CPT1A	0.095238095	0	0.095238095	0
Magnesium_salicylate	VAMP8	0.095238095	0	0.095238095	0
Magnesium_salicylate	AKR1D1	0.142857143	0	0.142857143	0
Magnesium_salicylate	SCARB1	0.230952381	0	0.095238095	0.15
Magnesium_salicylate	P2RY6	0.095238095	0	0.095238095	0
Magnesium_salicylate	SCN3A	0.047619048	0	0.047619048	0
Magnesium_salicylate	APP	0.095238095	0	0.095238095	0
Magnesium_salicylate	GRIN3A	0.095238095	0	0.095238095	0
Magnesium_salicylate	ROCK2	0.333333333	0	0.333333333	0
Magnesium_salicylate	IGF2R	0.095238095	0	0.095238095	0
Magnesium_salicylate	FNDC5	0.333333333	0	0.333333333	0
Magnesium_salicylate	CLDN5	0.095238095	0	0.095238095	0
Magnesium_salicylate	CBR4	0.095238095	0	0.095238095	0
Magnesium_salicylate	SLC22A6	0.9	0	0	0.9
Magnesium_salicylate	PRDX4	0.095238095	0	0.095238095	0
Magnesium_salicylate	NFKB1	0.619047619	0	0.619047619	0
Magnesium_salicylate	NOS1	0.095238095	0	0.095238095	0
Magnesium_salicylate	CEBPA	0.095238095	0	0.095238095	0
Magnesium_salicylate	GNAL	0.095238095	0	0.095238095	0
Magnesium_salicylate	TAT	0.047619048	0	0.047619048	0
Magnesium_salicylate	D2HGDH	0.095238095	0	0.095238095	0
Magnesium_salicylate	CMYA5	0.095238095	0	0.095238095	0
Magnesium_salicylate	TBXA2R	0.095238095	0	0.095238095	0
Magnesium_salicylate	FGF10	0.095238095	0	0.095238095	0
Magnesium_salicylate	NLRP3	0.095238095	0	0.095238095	0
Magnesium_salicylate	CYP11A1	0.095238095	0	0.095238095	0
Magnesium_salicylate	GABRA2	0.095238095	0	0.095238095	0
Magnesium_salicylate	GNG2	0.095238095	0	0.095238095	0
Magnesium_salicylate	ABCA5	0.095238095	0	0.095238095	0
Magnesium_salicylate	PTGER3	0.095238095	0	0.095238095	0
Magnesium_salicylate	YARS2	0.047619048	0	0.047619048	0
Magnesium_salicylate	GPX3	0.095238095	0	0.095238095	0
Magnesium_salicylate	DNAJA3	0.333333333	0	0.333333333	0
Magnesium_salicylate	IKBKG	0.095238095	0	0.095238095	0
Magnesium_salicylate	P2RY4	0.095238095	0	0.095238095	0
Magnesium_salicylate	AVP	0.333333333	0	0.333333333	0
Magnesium_salicylate	GPX1	0.095238095	0	0.095238095	0
Magnesium_salicylate	APOC4	0.095238095	0	0.095238095	0
Magnesium_salicylate	CAT	0.90952381	0	0.095238095	0.9
Magnesium_salicylate	UNC119	0.095238095	0	0.095238095	0
Magnesium_salicylate	NKX2-2	0.095238095	0	0.095238095	0
Magnesium_salicylate	HMGCS1	0.095238095	0	0.095238095	0
Magnesium_salicylate	ADRB2	0.095238095	0	0.095238095	0
Magnesium_salicylate	IRS1	0.095238095	0	0.095238095	0
Magnesium_salicylate	TYR	0.095238095	0	0.095238095	0
Magnesium_salicylate	ZDHHC17	0.095238095	0	0.095238095	0
Magnesium_salicylate	HDAC7	0.095238095	0	0.095238095	0
Magnesium_salicylate	CCL5	0.095238095	0	0.095238095	0
Magnesium_salicylate	ANXA11	0.095238095	0	0.095238095	0
Magnesium_salicylate	ABCA1	0.333333333	0	0.333333333	0
